fold,feature,feature_group,std_coef,mean_abs_shap,mean_shap,perm_mae_increase,n_val
2,price_mean_lag24_lag48,historical_target,-20.578600046376657,15.952637543328395,-10.886274236692055,15.625612296788429,2980
2,price_mean_lag24_lag48_lag168,historical_target,6.8778006116705,5.660780936601969,4.098899747678568,4.111729971679652,2980
2,price_min_lag24_lag48_lag168,historical_target,-0.45672458459943954,0.351847592120004,-0.2402907643998101,-0.02004014211917937,2980
2,price_std_lag24_lag48_lag168,historical_target,0.8793721968687098,0.6906364423632644,-0.040626678794938864,0.08219047909862631,2980
2,quarter,calendar,-1.507249342184974,1.4600746863790162,1.4600746863790162,-0.011807150530318111,2980
2,rain_1h_barcelona_lag_168,historical_weather,0.632883330289029,0.13620890936012967,-0.07767734428047815,-0.003214994981245667,2980
2,rain_1h_barcelona_lag_24,historical_weather,0.16307027334756008,0.03509592213715769,-0.020014535315610423,0.001133266986161452,2980
2,rain_1h_bilbao_lag_168,historical_weather,0.40813823226774776,0.158750426650162,-0.08671061864467182,0.005378989532129452,2980
2,rain_1h_bilbao_lag_24,historical_weather,0.0727612587212784,0.027918826810869456,-0.01714104365679105,0.00015287100026828426,2980
2,rain_1h_madrid_lag_168,historical_weather,0.09401591909050024,0.034960097499889084,-0.0033684270263821697,0.00018524492088722866,2980
2,rain_1h_madrid_lag_24,historical_weather,0.01996364647202107,0.007701567487584022,-0.0004020160364482977,-0.000435735912865276,2980
2,rain_1h_national_max_lag_168,weather_aggregate,-0.6861564796523791,0.23536540561743102,0.1264875164826321,0.009319186652605005,2980
2,rain_1h_national_max_lag_24,weather_aggregate,-0.06985435176883491,0.024306583540118516,0.013318374125339365,-0.0007914646074045351,2980
2,rain_1h_seville_lag_168,historical_weather,0.14901644550773246,0.06161175903491535,0.00687376895393122,0.005423007299304672,2980
2,rain_1h_seville_lag_24,historical_weather,0.08307562834386394,0.035290976154002104,0.004866225790678445,-0.00037864506834761613,2980
2,rain_1h_valencia_lag_168,historical_weather,0.15093629403226796,0.032758723390432835,-0.012242333661866318,-0.00043244905307737724,2980
2,rain_1h_valencia_lag_24,historical_weather,-0.0067100097606843925,0.0014563187410070277,0.0005442440394562459,-1.906554686303963e-05,2980
2,rain_3h_barcelona_lag_168,historical_weather,-0.020645599525877398,0.0028304781359888773,0.0018669532042220251,-0.0004176793486410091,2980
2,rain_3h_barcelona_lag_24,historical_weather,0.06558343228172912,0.00899138196126778,-0.005930619689139161,0.0015156720037445837,2980
2,rain_3h_bilbao_lag_168,historical_weather,0.0832731186326358,0.008238765180707637,-0.008238765180707637,0.0,2980
2,rain_3h_bilbao_lag_24,historical_weather,0.11354140671279997,0.011233408854551567,-0.011233408854551567,0.0,2980
2,rain_3h_madrid_lag_168,historical_weather,0.054635275536971346,0.003913503531142875,-0.003913503531142875,0.0,2980
2,rain_3h_madrid_lag_24,historical_weather,0.036810512741713514,0.002636722706750252,-0.002636722706750252,0.0,2980
2,rain_3h_seville_lag_168,historical_weather,-0.01847711680268827,0.0013867573296627424,0.0013507405218107036,3.877545533370608e-05,2980
2,rain_3h_seville_lag_24,historical_weather,0.014311580077291778,0.0010741225908337303,-0.0010462255203542179,1.001126672761643e-05,2980
2,rain_3h_valencia_lag_168,historical_weather,0.13863562428858103,0.012428959265884915,-0.012428959265884915,0.0,2980
2,rain_3h_valencia_lag_24,historical_weather,0.07283925637685423,0.006530184107518546,-0.006530184107518546,0.0,2980
2,renewable_forecast_total,day_ahead_forecast,-0.16645367813334505,0.12566431248512935,-0.012087343717281235,-0.003561430975875801,2980
2,renewable_generation_lag_168,historical_generation,9.648459833690668,6.5731941258688416,-1.7601024815530992,4.622534657225706,2980
2,renewable_generation_lag_24,historical_generation,28.98522787547998,19.46016876467252,-5.468762170118288,20.383287185469076,2980
2,renewable_share_lag_168,historical_generation,-0.6459035051533271,0.4330207749333321,0.11121390386324502,0.08571413352286328,2980
2,renewable_share_lag_24,historical_generation,3.0277014250235927,2.0129055315955084,-0.48135140743567945,0.7021478679352082,2980
2,snow_3h_barcelona_lag_168,historical_weather,0.0,0.0,0.0,0.0,2980
2,snow_3h_barcelona_lag_24,historical_weather,0.0,0.0,0.0,0.0,2980
2,snow_3h_bilbao_lag_168,historical_weather,0.03583878310702136,0.002409347311284971,-0.002409347311284971,0.0,2980
2,snow_3h_bilbao_lag_24,historical_weather,0.09365511639387629,0.0062961876299721855,-0.0062961876299721855,0.0,2980
2,snow_3h_madrid_lag_168,historical_weather,-0.03840776975913721,0.00028722562817864815,0.00028722562817864815,0.0,2980
2,snow_3h_madrid_lag_24,historical_weather,-0.08119786627177125,0.0006072237022074614,0.0006072237022074614,0.0,2980
2,snow_3h_seville_lag_168,historical_weather,0.0,0.0,0.0,0.0,2980
2,snow_3h_seville_lag_24,historical_weather,0.0,0.0,0.0,0.0,2980
2,snow_3h_valencia_lag_168,historical_weather,-0.022393303428347063,0.00040543753587027624,0.00040543753587027624,0.0,2980
2,snow_3h_valencia_lag_24,historical_weather,0.053122400253183384,0.000961797133999467,-0.000961797133999467,0.0,2980
2,temp_barcelona_lag_168,historical_weather,-0.2589449240537591,0.20848493303389198,0.17941039341470047,0.015665750009804746,2980
2,temp_barcelona_lag_24,historical_weather,-0.27114301574420524,0.20576458285549637,0.15849872649369243,0.020548665372237096,2980
2,temp_bilbao_lag_168,historical_weather,-0.35942878278874124,0.26806325468154285,0.1770584679425143,0.02542083777773385,2980
2,temp_bilbao_lag_24,historical_weather,-0.1425672365974532,0.10421540461794153,0.058722112661161785,0.0040170880733390035,2980
2,temp_madrid_lag_168,historical_weather,1.2244781854975493,0.879598358218873,-0.5944204072718788,0.03462347480100991,2980
2,temp_madrid_lag_24,historical_weather,0.15230983763462227,0.105604173579429,-0.06327924254980874,0.0025267171234517605,2980
