fold,n_oof,ols_intercept,ols_weight_ridge_b,ols_weight_lgbm,scaled_coef_ridge_b,scaled_coef_lgbm,oof_mae_ridge,oof_mae_lgbm
1,7451,-6.040891307821937,0.03064388562384058,0.9710714300552306,0.7528212859321972,11.450062287315816,9.512932960111891,7.918862264802457
2,8941,-2.212867179141764,0.8863892417384722,0.12224624462776268,11.062528563034355,1.4536550812940023,6.971510969033738,8.141416677630765
3,10431,-2.884986266421806,0.9414276542256973,0.1485163113516931,12.137494470883912,1.6802524376936783,6.3250359206535425,7.154733925891817
4,11922,-0.7584374710933055,0.8661954151647817,0.17829355930490118,10.324702353286526,1.8950511839838746,5.641979454387857,6.189958643260133
