quantile,MAE,bias,y_mean,n
Q1,5.73531608222298,0.9511734609456004,35.326658628081454,3732
Q2,4.61477080903561,-0.8486065326019044,48.028459683900344,3733
Q3,5.173789212859651,-1.2055025712682266,54.62863183409642,3713
Q4,7.30960130819697,-6.1231609282585095,67.78411922663803,3724
