fold,feature,coefficient,abs_coefficient
3,wind_speed_barcelona_lag_24,3.06816413339225,3.06816413339225
3,wind_speed_seville_lag_24,3.030611405684584,3.030611405684584
3,generation_nuclear_lag_24,-2.8909430541593184,2.8909430541593184
3,humidity_madrid_lag_24,-2.8293754506726114,2.8293754506726114
3,wind_speed_valencia_lag_168,2.678214552118596,2.678214552118596
3,humidity_valencia_lag_24,-2.359105874660533,2.359105874660533
3,fossil_generation_lag_168,-2.247682966082451,2.247682966082451
3,price_max_lag24_lag48_lag168,-2.187800582590176,2.187800582590176
3,generation_fossil_gas_lag_168,-2.08132876395477,2.08132876395477
3,total_load_actual_lag_168,-2.038920382839547,2.038920382839547
3,day_of_year_sin,1.9617798375255726,1.9617798375255726
3,temp_seville_lag_24,-1.9473049620117637,1.9473049620117637
3,generation_fossil_hard_coal_lag_168,-1.9437110561420141,1.9437110561420141
3,generation_biomass_lag_24,-1.9381660596168138,1.9381660596168138
3,wind_speed_seville_lag_168,1.8992765740930808,1.8992765740930808
3,wind_speed_madrid_lag_168,1.8654716937138327,1.8654716937138327
3,wind_speed_barcelona_lag_168,1.851390537324393,1.851390537324393
3,week_of_year,-1.7939510456539867,1.7939510456539867
3,forecast_solar_day_ahead,-1.7765401423082743,1.7765401423082743
3,humidity_bilbao_lag_24,-1.7230693196914086,1.7230693196914086
3,wind_speed_bilbao_lag_168,1.7084406075989707,1.7084406075989707
3,humidity_barcelona_lag_24,-1.6558677998214049,1.6558677998214049
3,day_of_year_cos,1.3921885887180414,1.3921885887180414
3,humidity_seville_lag_168,-1.3811201378682407,1.3811201378682407
3,generation_hydro_run_of_river_and_poundage_lag_168,-1.3093472656691907,1.3093472656691907
3,humidity_madrid_lag_168,-1.2396576909827328,1.2396576909827328
3,forecast_solar_share_of_load,-1.127556900427106,1.127556900427106
3,temp_barcelona_lag_168,-1.061072186180188,1.061072186180188
3,price_std_lag24_lag48_lag168,1.0464633789545654,1.0464633789545654
3,generation_nuclear_lag_168,-1.0354360741320536,1.0354360741320536
3,humidity_valencia_lag_168,-0.9898298355634384,0.9898298355634384
3,forecast_wind_onshore_day_ahead,0.95234836604772,0.95234836604772
3,generation_other_renewable_lag_168,-0.9461019388658883,0.9461019388658883
3,temp_national_mean_lag_24,0.9206447155315819,0.9206447155315819
3,humidity_barcelona_lag_168,-0.9132073469381412,0.9132073469381412
3,renewable_share_lag_168,-0.8876637705906604,0.8876637705906604
3,humidity_bilbao_lag_168,-0.8514641075364506,0.8514641075364506
3,temp_barcelona_lag_24,-0.7060686610472933,0.7060686610472933
3,temp_madrid_lag_168,0.6974447961680946,0.6974447961680946
3,temp_national_mean_lag_168,0.6893025626016913,0.6893025626016913
3,generation_biomass_lag_168,-0.6557202320816399,0.6557202320816399
3,month_cos,0.6500042488980621,0.6500042488980621
3,price_min_lag24_lag48_lag168,-0.625772065919547,0.625772065919547
3,pressure_madrid_lag_24,-0.5747652761399831,0.5747652761399831
3,pressure_bilbao_lag_24,0.5431673989171526,0.5431673989171526
3,quarter,-0.530568405362641,0.530568405362641
3,generation_other_lag_24,-0.5192986345957703,0.5192986345957703
3,pressure_bilbao_lag_168,0.5112321809678608,0.5112321809678608
3,pressure_seville_lag_24,-0.4793112462290773,0.4793112462290773
3,generation_waste_lag_24,-0.470506414062509,0.470506414062509
3,is_month_start,0.4564529789663703,0.4564529789663703
3,generation_other_lag_168,-0.4092383162651792,0.4092383162651792
3,day_of_week,-0.395170183974125,0.395170183974125
3,wind_deg_sin_madrid_lag_24,0.37552284976804173,0.37552284976804173
3,generation_fossil_oil_lag_168,0.36249532388612066,0.36249532388612066
3,rain_1h_national_max_lag_168,-0.33954935848054846,0.33954935848054846
3,generation_fossil_brown_coal_lignite_lag_168,-0.3248612895735209,0.3248612895735209
3,generation_other_renewable_lag_24,0.3232845636568362,0.3232845636568362
3,temp_seville_lag_168,-0.31534792195501354,0.31534792195501354
3,rain_1h_barcelona_lag_168,0.3118748192018787,0.3118748192018787
3,temp_valencia_lag_24,0.28265879688989703,0.28265879688989703
3,load_forecast_error_lag_24,0.26996317084068205,0.26996317084068205
3,wind_deg_cos_madrid_lag_24,0.26891015901388027,0.26891015901388027
3,pressure_valencia_lag_24,-0.25285923747595024,0.25285923747595024
3,total_load_actual_lag_48,0.24659571544430167,0.24659571544430167
3,temp_bilbao_lag_24,0.24337965448272197,0.24337965448272197
3,pressure_barcelona_lag_24,-0.22799671469552452,0.22799671469552452
3,pressure_seville_lag_168,-0.21905416857923432,0.21905416857923432
3,generation_hydro_pumped_storage_consumption_lag_168,-0.2130797964717085,0.2130797964717085
3,rain_1h_bilbao_lag_168,0.20800050297232583,0.20800050297232583
3,hour_sin,-0.18556416165581344,0.18556416165581344
3,generation_fossil_oil_lag_24,-0.1700513884616544,0.1700513884616544
3,rain_1h_barcelona_lag_24,0.15590149677572485,0.15590149677572485
3,wind_deg_cos_valencia_lag_168,0.14797362125499872,0.14797362125499872
3,hour_cos,-0.145278111092154,0.145278111092154
3,pressure_madrid_lag_168,-0.14350170135480267,0.14350170135480267
3,wind_deg_cos_barcelona_lag_24,0.14190271920775874,0.14190271920775874
3,generation_waste_lag_168,-0.13552575420430987,0.13552575420430987
3,rain_1h_seville_lag_168,0.13313302229460808,0.13313302229460808
3,temp_madrid_lag_24,-0.12096881558629813,0.12096881558629813
3,wind_deg_sin_seville_lag_24,-0.11304819219746252,0.11304819219746252
3,rain_1h_national_max_lag_24,-0.11204319436842389,0.11204319436842389
3,wind_deg_cos_seville_lag_168,0.11151711418136703,0.11151711418136703
3,wind_deg_sin_madrid_lag_168,0.10554565551316661,0.10554565551316661
3,wind_deg_cos_bilbao_lag_24,0.10345973297242127,0.10345973297242127
3,wind_deg_sin_valencia_lag_168,-0.10242131403441271,0.10242131403441271
3,generation_hydro_pumped_storage_consumption_lag_24,0.10183433813147466,0.10183433813147466
3,pressure_valencia_lag_168,-0.10101723519467057,0.10101723519467057
3,rain_3h_bilbao_lag_24,0.0975163847691499,0.0975163847691499
3,dow_sin,-0.09166332220569312,0.09166332220569312
3,snow_3h_bilbao_lag_24,0.08132841953767182,0.08132841953767182
3,rain_3h_bilbao_lag_168,0.08023659971610277,0.08023659971610277
3,wind_deg_sin_barcelona_lag_24,-0.08017843450182237,0.08017843450182237
3,generation_fossil_brown_coal_lignite_lag_24,-0.08015755007629284,0.08015755007629284
3,hour,-0.08000376686280959,0.08000376686280959
3,rain_3h_valencia_lag_168,0.07987068367531269,0.07987068367531269
3,snow_3h_madrid_lag_24,-0.07622081535302629,0.07622081535302629
3,snow_3h_bilbao_lag_168,0.07301854480649701,0.07301854480649701
3,snow_3h_madrid_lag_168,-0.061894932166402704,0.061894932166402704
3,wind_deg_cos_madrid_lag_168,0.058110297975041546,0.058110297975041546
3,rain_1h_madrid_lag_168,0.056237855035463316,0.056237855035463316
3,snow_3h_valencia_lag_24,0.054492379774973496,0.054492379774973496
3,wind_deg_cos_seville_lag_24,-0.05438662020961329,0.05438662020961329
3,temp_bilbao_lag_168,-0.05408568129454535,0.05408568129454535
3,pressure_barcelona_lag_168,0.0539432771555201,0.0539432771555201
3,rain_3h_seville_lag_168,-0.04913801647711305,0.04913801647711305
3,rain_3h_valencia_lag_24,0.047626000658742014,0.047626000658742014
3,is_year_end,0.04684355247211309,0.04684355247211309
3,wind_deg_cos_bilbao_lag_168,0.04670226494611653,0.04670226494611653
3,wind_deg_sin_seville_lag_168,0.04657458552953791,0.04657458552953791
3,price_day_ahead_lag_168,-0.04435700576187765,0.04435700576187765
3,renewable_forecast_total,0.03775865495454387,0.03775865495454387
3,rain_1h_madrid_lag_24,0.03720657607501059,0.03720657607501059
3,wind_deg_cos_valencia_lag_24,0.03694275604159662,0.03694275604159662
3,dow_cos,0.03530314728149154,0.03530314728149154
3,wind_deg_sin_bilbao_lag_24,0.03233861677931281,0.03233861677931281
3,wind_deg_sin_barcelona_lag_168,0.029005137441729095,0.029005137441729095
3,rain_3h_barcelona_lag_24,-0.021177286078497837,0.021177286078497837
3,is_year_start,0.020783467303853057,0.020783467303853057
3,rain_1h_valencia_lag_24,-0.020609358134290164,0.020609358134290164
3,rain_3h_madrid_lag_24,0.018003673245295008,0.018003673245295008
3,wind_deg_sin_valencia_lag_24,-0.017967264627188895,0.017967264627188895
3,snow_3h_valencia_lag_168,-0.017700073719317727,0.017700073719317727
3,is_month_end,0.013901999344786621,0.013901999344786621
3,temp_valencia_lag_168,-0.013099405912356544,0.013099405912356544
3,rain_3h_barcelona_lag_168,-0.012195374901949869,0.012195374901949869
3,rain_3h_seville_lag_24,-0.012044113492325337,0.012044113492325337
3,rain_1h_bilbao_lag_24,0.007257943318635461,0.007257943318635461
3,rain_1h_valencia_lag_168,0.006447095986858112,0.006447095986858112
3,is_weekend,0.006236560504670079,0.006236560504670079
3,rain_3h_madrid_lag_168,0.006079737440249906,0.006079737440249906
3,wind_deg_sin_bilbao_lag_168,0.004277861485144833,0.004277861485144833
3,rain_1h_seville_lag_24,0.0036376858440769462,0.0036376858440769462
3,wind_deg_cos_barcelona_lag_168,0.0025502878121959668,0.0025502878121959668
3,snow_3h_barcelona_lag_24,0.0,0.0
3,snow_3h_barcelona_lag_168,0.0,0.0
3,snow_3h_seville_lag_24,0.0,0.0
3,snow_3h_seville_lag_168,0.0,0.0
4,month,194.85198365690823,194.85198365690823
4,day_of_year,-194.35066742021948,194.35066742021948
4,clouds_all_national_mean_lag_24,-33.41442528563995,33.41442528563995
4,generation_wind_onshore_lag_24,-32.60673448832961,32.60673448832961
4,price_mean_lag24_lag48,-28.64720195499139,28.64720195499139
4,renewable_generation_lag_24,26.509491282238212,26.509491282238212
4,clouds_all_national_mean_lag_168,-22.659314587185744,22.659314587185744
4,generation_hydro_water_reservoir_lag_24,-21.09417710085422,21.09417710085422
4,price_day_ahead_lag_24,19.656945793515824,19.656945793515824
4,day_of_month,17.177263120191395,17.177263120191395
4,total_generation_lag_24,17.036791673889734,17.036791673889734
4,generation_solar_lag_24,-16.629840675249742,16.629840675249742
4,generation_wind_onshore_lag_168,-14.641050150647935,14.641050150647935
4,wind_speed_national_mean_lag_24,-14.227562732707943,14.227562732707943
4,price_day_ahead_lag_48,14.155797825760377,14.155797825760377
4,clouds_all_bilbao_lag_24,13.262020726367355,13.262020726367355
4,renewable_generation_lag_168,13.16753527271044,13.16753527271044
4,clouds_all_madrid_lag_24,11.397228912387613,11.397228912387613
4,clouds_all_barcelona_lag_24,10.5083711572578,10.5083711572578
4,clouds_all_valencia_lag_24,10.41414115384293,10.41414115384293
4,clouds_all_seville_lag_24,10.106006956567775,10.106006956567775
4,wind_speed_national_mean_lag_168,-9.672559999688795,9.672559999688795
4,price_mean_lag24_lag48_lag168,9.238799075310569,9.238799075310569
4,generation_hydro_water_reservoir_lag_168,-8.900690499864393,8.900690499864393
4,clouds_all_bilbao_lag_168,8.778182318371345,8.778182318371345
4,total_generation_lag_168,8.51515642544741,8.51515642544741
4,forecast_wind_share_of_load,-8.346469524149056,8.346469524149056
4,generation_solar_lag_168,-7.94396878340905,7.94396878340905
4,clouds_all_madrid_lag_168,7.619407314719966,7.619407314719966
4,clouds_all_valencia_lag_168,7.034631946983342,7.034631946983342
4,humidity_national_mean_lag_24,6.809951619577069,6.809951619577069
4,clouds_all_barcelona_lag_168,6.712098912965383,6.712098912965383
4,clouds_all_seville_lag_168,6.683828763226275,6.683828763226275
4,generation_fossil_gas_lag_24,-6.623617792040728,6.623617792040728
4,generation_fossil_hard_coal_lag_24,-6.002354603471337,6.002354603471337
4,generation_hydro_run_of_river_and_poundage_lag_24,-5.655360216678763,5.655360216678763
4,wind_speed_valencia_lag_24,5.604055284651872,5.604055284651872
4,total_load_forecast,4.935563167311882,4.935563167311882
4,humidity_national_mean_lag_168,4.807712321249567,4.807712321249567
4,month_sin,-4.621968128565409,4.621968128565409
4,wind_speed_madrid_lag_24,4.59820646386381,4.59820646386381
4,wind_speed_barcelona_lag_24,4.052251683051779,4.052251683051779
4,renewable_share_lag_24,4.041918002024573,4.041918002024573
4,wind_speed_bilbao_lag_24,3.994878204210873,3.994878204210873
4,total_load_actual_lag_24,-3.909084205411916,3.909084205411916
4,wind_speed_seville_lag_24,3.839440936900074,3.839440936900074
4,wind_speed_valencia_lag_168,3.7973898119592118,3.7973898119592118
4,generation_fossil_gas_lag_168,-3.6946595397235003,3.6946595397235003
4,generation_nuclear_lag_24,-3.1642080020374714,3.1642080020374714
4,day_of_year_sin,3.0741424597607456,3.0741424597607456
4,generation_fossil_hard_coal_lag_168,-3.066774724283028,3.066774724283028
4,price_max_lag24_lag48_lag168,-2.849665335952105,2.849665335952105
4,humidity_seville_lag_24,-2.796362548738119,2.796362548738119
4,wind_speed_seville_lag_168,2.7593591617468096,2.7593591617468096
4,wind_speed_barcelona_lag_168,2.724754828849843,2.724754828849843
4,wind_speed_madrid_lag_168,2.6946852866673012,2.6946852866673012
4,forecast_solar_day_ahead,-2.675971714907983,2.675971714907983
4,humidity_madrid_lag_24,-2.5443417166173825,2.5443417166173825
4,wind_speed_bilbao_lag_168,2.4917243821267,2.4917243821267
4,humidity_valencia_lag_24,-2.155890879400677,2.155890879400677
4,generation_biomass_lag_24,-2.027593810704232,2.027593810704232
4,total_load_actual_lag_168,-1.8184139790811835,1.8184139790811835
4,generation_hydro_run_of_river_and_poundage_lag_168,-1.6789887150308107,1.6789887150308107
4,humidity_madrid_lag_168,-1.5942922662491958,1.5942922662491958
4,month_cos,1.59217106096663,1.59217106096663
4,forecast_wind_onshore_day_ahead,1.5095427684272917,1.5095427684272917
4,humidity_seville_lag_168,-1.4743813102813323,1.4743813102813323
4,week_of_year,-1.4727092564913042,1.4727092564913042
4,humidity_barcelona_lag_24,-1.438120308706845,1.438120308706845
4,humidity_bilbao_lag_24,-1.4287271560723176,1.4287271560723176
4,generation_nuclear_lag_168,-1.2899427307996187,1.2899427307996187
4,temp_national_mean_lag_24,-1.2378513738964805,1.2378513738964805
4,temp_seville_lag_24,-1.2185835557770577,1.2185835557770577
4,humidity_valencia_lag_168,-1.1903119194541478,1.1903119194541478
4,humidity_barcelona_lag_168,-1.1859648516810017,1.1859648516810017
4,fossil_generation_lag_24,-1.0559293231473421,1.0559293231473421
4,price_std_lag24_lag48_lag168,1.027168442745787,1.027168442745787
4,price_min_lag24_lag48_lag168,-0.9752078815787699,0.9752078815787699
4,generation_biomass_lag_168,-0.9347885085788636,0.9347885085788636
4,temp_barcelona_lag_168,-0.8517595522276635,0.8517595522276635
4,temp_madrid_lag_168,0.835602590325609,0.835602590325609
4,humidity_bilbao_lag_168,-0.7832449772709028,0.7832449772709028
4,fossil_generation_lag_168,-0.7514686998560893,0.7514686998560893
4,generation_fossil_brown_coal_lignite_lag_168,-0.7367586461398012,0.7367586461398012
4,forecast_solar_share_of_load,-0.7187429959867478,0.7187429959867478
4,generation_fossil_brown_coal_lignite_lag_24,-0.7158388089737779,0.7158388089737779
4,generation_other_renewable_lag_168,-0.7043191714828173,0.7043191714828173
4,day_of_year_cos,0.7010396372932312,0.7010396372932312
4,is_month_start,0.6809784435389423,0.6809784435389423
4,quarter,-0.649742757210632,0.649742757210632
4,day_of_week,-0.6350654130460858,0.6350654130460858
4,temp_bilbao_lag_24,0.6297879725610536,0.6297879725610536
4,generation_waste_lag_24,-0.603332127755112,0.603332127755112
4,pressure_madrid_lag_24,-0.5952039073417256,0.5952039073417256
4,temp_bilbao_lag_168,0.5485219140710443,0.5485219140710443
4,temp_valencia_lag_24,0.5081041156153524,0.5081041156153524
4,temp_madrid_lag_24,0.46735395847150735,0.46735395847150735
4,pressure_seville_lag_24,-0.4531322652339264,0.4531322652339264
4,temp_barcelona_lag_24,-0.38268056018124086,0.38268056018124086
4,temp_national_mean_lag_168,-0.380874039483115,0.380874039483115
4,pressure_bilbao_lag_24,0.37837801194788345,0.37837801194788345
4,pressure_bilbao_lag_168,0.3495799939204183,0.3495799939204183
4,rain_1h_national_max_lag_168,-0.3275375966506358,0.3275375966506358
4,rain_1h_barcelona_lag_168,0.2936083022919845,0.2936083022919845
4,wind_deg_sin_madrid_lag_24,0.2792178204307975,0.2792178204307975
4,generation_fossil_oil_lag_168,0.2736672328275223,0.2736672328275223
4,generation_fossil_oil_lag_24,-0.2734396944697487,0.2734396944697487
4,generation_waste_lag_168,-0.27324089973826265,0.27324089973826265
4,hour_sin,-0.2702606082116128,0.2702606082116128
4,temp_seville_lag_168,0.268719934698026,0.268719934698026
4,dow_sin,-0.2610867896294675,0.2610867896294675
4,generation_other_lag_24,-0.25531773634539734,0.25531773634539734
4,load_forecast_error_lag_24,0.24894875136574793,0.24894875136574793
4,wind_deg_cos_madrid_lag_24,0.23816246640877206,0.23816246640877206
4,pressure_barcelona_lag_24,-0.2224441585196136,0.2224441585196136
4,generation_hydro_pumped_storage_consumption_lag_168,-0.2165302836559969,0.2165302836559969
4,wind_deg_cos_barcelona_lag_24,0.1984412432106819,0.1984412432106819
4,generation_other_lag_168,-0.196513319573379,0.196513319573379
4,total_load_actual_lag_48,0.19552156519782682,0.19552156519782682
4,hour_cos,-0.18787492650381674,0.18787492650381674
4,pressure_valencia_lag_24,-0.18525576059450619,0.18525576059450619
4,generation_other_renewable_lag_24,0.17917409019422775,0.17917409019422775
4,rain_1h_barcelona_lag_24,0.17577141419883155,0.17577141419883155
4,rain_1h_bilbao_lag_168,0.17215135438191453,0.17215135438191453
4,rain_1h_national_max_lag_24,-0.16884957921199611,0.16884957921199611
4,temp_valencia_lag_168,-0.15315584222320897,0.15315584222320897
4,wind_deg_cos_valencia_lag_168,0.148843819736154,0.148843819736154
4,wind_deg_cos_bilbao_lag_24,0.14496948549152688,0.14496948549152688
4,pressure_madrid_lag_168,-0.13028553217149003,0.13028553217149003
4,rain_1h_seville_lag_168,0.11485250041411187,0.11485250041411187
4,pressure_seville_lag_168,-0.10536014754864792,0.10536014754864792
4,is_year_start,-0.10470953388654045,0.10470953388654045
4,wind_deg_cos_seville_lag_168,0.09526583314533749,0.09526583314533749
4,wind_deg_sin_madrid_lag_168,0.09264119652637567,0.09264119652637567
4,wind_deg_sin_valencia_lag_168,-0.0896210051118263,0.0896210051118263
4,is_weekend,0.08749010329169428,0.08749010329169428
4,wind_deg_sin_barcelona_lag_24,-0.08629625757960137,0.08629625757960137
4,hour,-0.0853471978449484,0.0853471978449484
4,rain_3h_bilbao_lag_24,0.08068218895956182,0.08068218895956182
4,snow_3h_bilbao_lag_24,0.07200245598648099,0.07200245598648099
4,renewable_forecast_total,0.07172121854912425,0.07172121854912425
4,rain_1h_madrid_lag_168,0.06978494232103424,0.06978494232103424
4,rain_3h_valencia_lag_168,0.06864711204922612,0.06864711204922612
4,rain_3h_bilbao_lag_168,0.06597782028519171,0.06597782028519171
4,pressure_valencia_lag_168,-0.06461096096990758,0.06461096096990758
4,snow_3h_madrid_lag_24,-0.06187244880408808,0.06187244880408808
4,wind_deg_cos_madrid_lag_168,0.060077867608556774,0.060077867608556774
4,wind_deg_cos_bilbao_lag_168,0.05844451584826438,0.05844451584826438
4,snow_3h_madrid_lag_168,-0.05517994705208413,0.05517994705208413
4,snow_3h_bilbao_lag_168,0.05363348309383295,0.05363348309383295
4,rain_3h_valencia_lag_24,0.049664347653676444,0.049664347653676444
4,wind_deg_cos_valencia_lag_24,0.04444713974449107,0.04444713974449107
4,pressure_barcelona_lag_168,0.042386140504926645,0.042386140504926645
4,snow_3h_valencia_lag_24,0.04195924300379477,0.04195924300379477
4,is_month_end,0.03898828854040077,0.03898828854040077
4,wind_deg_sin_bilbao_lag_168,0.036839526327463575,0.036839526327463575
4,wind_deg_sin_seville_lag_24,-0.03535175320539774,0.03535175320539774
4,rain_3h_seville_lag_168,-0.03213881502152843,0.03213881502152843
4,generation_hydro_pumped_storage_consumption_lag_24,-0.031575277269172954,0.031575277269172954
4,dow_cos,-0.027874039974966056,0.027874039974966056
4,snow_3h_valencia_lag_168,-0.026318423891016338,0.026318423891016338
4,rain_1h_bilbao_lag_24,0.025445169601501734,0.025445169601501734
4,wind_deg_cos_seville_lag_24,0.024681408860941827,0.024681408860941827
4,renewable_share_lag_168,-0.024311496305271508,0.024311496305271508
4,rain_1h_madrid_lag_24,0.024145176021879877,0.024145176021879877
4,rain_3h_barcelona_lag_24,-0.023144257568240716,0.023144257568240716
4,rain_1h_valencia_lag_168,0.01932155019490632,0.01932155019490632
4,is_year_end,-0.01672185537765519,0.01672185537765519
4,rain_3h_madrid_lag_168,0.016541543777408917,0.016541543777408917
4,rain_3h_madrid_lag_24,0.01564202668139477,0.01564202668139477
4,wind_deg_sin_bilbao_lag_24,0.015221868001129414,0.015221868001129414
4,wind_deg_sin_valencia_lag_24,0.013314687349930819,0.013314687349930819
4,rain_3h_barcelona_lag_168,-0.011590505209423632,0.011590505209423632
4,price_day_ahead_lag_168,0.004836159061002442,0.004836159061002442
4,wind_deg_sin_barcelona_lag_168,-0.004604289037205343,0.004604289037205343
4,rain_1h_seville_lag_24,-0.00453907236659941,0.00453907236659941
4,wind_deg_cos_barcelona_lag_168,0.0043788417886116435,0.0043788417886116435
4,wind_deg_sin_seville_lag_168,0.0036621327861242644,0.0036621327861242644
4,rain_3h_seville_lag_24,-0.0032444685505105186,0.0032444685505105186
4,rain_1h_valencia_lag_24,0.0031786404824042267,0.0031786404824042267
4,snow_3h_barcelona_lag_24,0.0,0.0
4,snow_3h_barcelona_lag_168,0.0,0.0
4,snow_3h_seville_lag_24,0.0,0.0
4,snow_3h_seville_lag_168,0.0,0.0
